姉ちゃん,,,5522,名詞,一般,*,*,*,*,お姉ちゃん,ネエチャン,ネーチャン
バトルスピリッツ,,,2415,名詞,固有名詞,一般,*,*,*,バトスピ,バトルスピリッツ,バトルスピリッツ
ラブライブ!サンシャイン!!,,,5129,名詞,固有名詞,一般,*,*,*,ラブライブ!,ラブライブサンシャイン,ラブライブサンシャイン
私自身,,,6264,名詞,固有名詞,一般,*,*,*,自分自身,ワタシジシン,ワタシジシン
副部長,,,2931,名詞,固有名詞,一般,*,*,*,部長,フクブチョウ,フクブチョー
練習中,,,6490,名詞,固有名詞,一般,*,*,*,練習,レンシュウチュウ,レンシューチュー
ガルパンはいいぞ,,,4469,名詞,固有名詞,一般,*,*,*,ガルパン,ガルパンハイイゾ,ガルパンハイーゾ
ヒカルの碁,,,6418,名詞,固有名詞,一般,*,*,*,ヒカ碁,ヒカルノゴ,ヒカルノゴ
反対派,,,3620,名詞,固有名詞,一般,*,*,*,反対,ハンタイハ,ハンタイハ
2次創作,,,7706,名詞,固有名詞,一般,*,*,*,二次創作,ニジソウサク,ニジソーサク
俳優さん,,,6901,名詞,固有名詞,一般,*,*,*,俳優,ハイユウサン,ハイユーサン
マンキン,,,4986,名詞,一般,*,*,*,*,シャーマンキング,マンキン,マンキン
空中リプライ,,,4383,名詞,固有名詞,一般,*,*,*,空リプ,クウチュウリプライ,クーチューリプライ
真・三國無双,,,4972,名詞,固有名詞,一般,*,*,*,三國無双,シンサンゴクムソウ,シンサンゴクムソー
西武,,,4788,名詞,固有名詞,組織,*,*,*,埼玉西武ライオンズ,セイブ,セイブ
就職活動,,,4719,名詞,固有名詞,一般,*,*,*,就活,シュウショクカツドウ,シューショクカツドー
ダンガンロンパシリーズ,,,-1800,名詞,固有名詞,一般,*,*,*,ダンガンロンパ,ダンガンロンパ,ダンガンロンパ
47都道府県,,,4972,名詞,固有名詞,一般,*,*,*,都道府県,ヨンジュウナナトドウフケン,ヨンジュウナナトドーフケン
ライトノベル,,,2219,名詞,固有名詞,一般,*,*,*,ラノベ,ライトノベル,ライトノベル
プードル,,,3557,名詞,一般,*,*,*,*,トイプードル,プードル,プードル
合唱団,,,4533,名詞,固有名詞,一般,*,*,*,合唱,ガッショウダン,ガッショーダン
きまぐれ,,,7165,名詞,一般,*,*,*,*,気まぐれ,キマグレ,キマグレ
THE IDOLM@STER MILLION LIVE!,,,3401,名詞,固有名詞,一般,*,*,*,THE IDOLM@STER,アイドルマスターミリオンライブ,アイドルマスターミリオンライブ
編物,,,5443,名詞,一般,*,*,*,*,編み物,アミモノ,アミモノ
街づくり,,,6706,名詞,固有名詞,一般,*,*,*,まちづくり,マチヅクリ,マチズクリ
開発中,,,2929,名詞,固有名詞,一般,*,*,*,開発,カイハツチュウ,カイハツチュー
クラッシック,,,3659,名詞,固有名詞,一般,*,*,*,クラシック,クラッシック,クラッシック
